userName,content,score,thumbsUpCount,reviewCreatedVersion,at
Pengguna Google,Mantap 👍🏻,5,0,1.23.0,2024-07-07 15:49:15
Pengguna Google,Mantap,5,0,,2024-07-07 15:45:19
Pengguna Google,Aplikasi ini gak guna ya,5,0,1.17.0,2024-07-07 15:45:03
Pengguna Google,Terimakasih,4,0,1.15.1,2024-07-07 15:42:18
Pengguna Google,Aplikasinya bagus,5,0,1.24.1,2024-07-07 15:34:55
Pengguna Google,Luar biasa,5,0,1.24.1,2024-07-07 15:26:06
Pengguna Google,Kupon bermasalah,1,0,1.24.1,2024-07-07 15:25:38
Pengguna Google,Sangat bermanfaat💯%,5,0,1.24.1,2024-07-07 15:20:02
Pengguna Google,"Sekarang gopay SDH ada Goplay later SM Gopay pinjam, bebas transfer kapan saja, semoga kedepan pelayanan dari aplikasi ini lebih baik lagi.",5,0,1.24.1,2024-07-07 15:15:06
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 15:14:42
Pengguna Google,Keren,5,0,1.24.1,2024-07-07 15:11:38
Pengguna Google,bagus sekali🔥,5,0,1.24.1,2024-07-07 15:09:16
Pengguna Google,Aplikasinya bagus,5,0,1.24.1,2024-07-07 15:03:16
Pengguna Google,ok,5,0,1.24.1,2024-07-07 15:02:45
Pengguna Google,murah bagus berkualitas,5,0,1.24.1,2024-07-07 15:01:56
Pengguna Google,Mantul mantap betul tul,5,0,1.26.1,2024-07-07 15:01:32
Pengguna Google,Ok,5,0,1.23.0,2024-07-07 14:56:26
Pengguna Google,Mantapo,5,0,1.24.1,2024-07-07 14:55:18
Pengguna Google,Mqntap,5,0,1.24.1,2024-07-07 14:52:12
Pengguna Google,"Pokoknya jadi lebih mudah buat segalanya belanja,bayar dll...dan ga ada biayanya alias gratis👍🤗",5,0,1.24.1,2024-07-07 14:48:20
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 14:47:55
Pengguna Google,sangat membantu untuk beli pulsa,5,0,,2024-07-07 14:47:02
Pengguna Google,Gopay tranver bagus sekali,5,0,1.24.1,2024-07-07 14:46:01
Pengguna Google,Terbaik lah gobay,5,0,1.24.1,2024-07-07 14:38:56
Pengguna Google,Gopay siiipppp,5,0,1.24.1,2024-07-07 14:35:51
Pengguna Google,Gopay memudahkan transaksi,5,0,1.24.1,2024-07-07 14:33:14
Pengguna Google,Ok,4,0,1.23.0,2024-07-07 14:29:08
Pengguna Google,Selalu lancar hampir tidak pernah ada gangguan,5,0,1.24.1,2024-07-07 14:24:33
Pengguna Google,Bintang satu dulu Bru mencoba,1,0,,2024-07-07 14:24:31
Pengguna Google,Di coba,2,0,1.24.1,2024-07-07 14:22:31
Pengguna Google,Ok mantap,5,0,1.24.1,2024-07-07 14:20:15
Pengguna Google,keren,5,0,1.16.1,2024-07-07 14:14:19
Pengguna Google,👍👏👏👏👏,5,0,1.24.1,2024-07-07 14:12:10
Pengguna Google,Mantab,5,0,1.24.1,2024-07-07 14:05:50
Pengguna Google,Mantap,5,0,1.19.0,2024-07-07 14:05:00
Pengguna Google,Pihak gopay tak bertanggung jawap.,1,0,1.24.1,2024-07-07 14:02:17
Pengguna Google,Luar biasa... tambahan menu yang terbaik,5,0,1.26.1,2024-07-07 14:02:08
Pengguna Google,Terbaik,5,0,1.24.1,2024-07-07 13:58:26
Pengguna Google,praktis,5,0,,2024-07-07 13:57:49
Pengguna Google,Terbaik,5,0,,2024-07-07 13:51:57
Pengguna Google,Parah gopay pinjam di kasih limit ada 2jt coba mau tarik dana malah ga bisa n gagal pdahal bayar lancar2 trus,5,0,1.24.1,2024-07-07 13:51:49
Pengguna Google,Rowrrrrrrrr,5,0,,2024-07-07 13:49:57
Pengguna Google,aplikasinya nyusahin. mau log in aja ribet. baru pertama kali log in udh dibilang terlalu banyak nomor hp yang dimasukkan kayak gojek.,1,0,1.24.1,2024-07-07 13:49:39
Pengguna Google,pulsa/data murah meriah banyak promo,5,0,1.24.1,2024-07-07 13:48:36
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 13:47:37
Pengguna Google,"Mantap dan saldo aman, transaksi lancar jaya",5,0,1.24.1,2024-07-07 13:47:16
Pengguna Google,Terimakasih Gopay..,5,0,1.24.1,2024-07-07 13:41:44
Pengguna Google,Aplikasi ini bagus dan mudah dipakai,5,0,,2024-07-07 13:40:51
Pengguna Google,Nice,5,0,1.24.1,2024-07-07 13:40:16
Pengguna Google,"bang ini gua mau transfer beli saldo gogle play, gk bisa ada tulisan ""kebanyakn mencoba"" tolong bang di cepetin lagi saya gak jadi beli akhirnya gara² ni apk",3,0,1.24.1,2024-07-07 13:39:08
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 13:34:44
Pengguna Google,Mantap sekali,5,0,1.22.0,2024-07-07 13:34:27
Pengguna Google,Awesome,5,0,1.24.1,2024-07-07 13:33:46
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 13:33:21
Pengguna Google,mantap,5,0,1.24.1,2024-07-07 13:31:22
Pengguna Google,Mantapp app nya,5,0,1.24.1,2024-07-07 13:27:22
Pengguna Google,selama ini masih aman aja sih pake gopay,5,0,1.24.1,2024-07-07 13:26:48
Pengguna Google,Sangat bermanfaat,5,0,1.24.1,2024-07-07 13:26:24
Pengguna Google,Bagus,5,0,1.21.0,2024-07-07 13:25:01
Pengguna Google,Bagus x aplnya lancar cepat,5,0,1.24.1,2024-07-07 13:22:02
Pengguna Google,Sangat memuaskan,5,0,1.23.0,2024-07-07 13:19:26
Pengguna Google,Sangat memuaskan,5,0,1.24.1,2024-07-07 13:17:50
Pengguna Google,Terima Kasih,4,0,1.24.1,2024-07-07 13:13:41
Pengguna Google,Mantap dah buat transfer gratis,5,0,1.24.1,2024-07-07 13:12:54
Pengguna Google,Blom saya guna hanya baru daftar,3,0,1.24.1,2024-07-07 13:11:21
Pengguna Google,Membatu,5,0,,2024-07-07 13:10:21
Pengguna Google,keren,5,0,1.24.1,2024-07-07 13:09:15
Pengguna Google,Baik,5,0,1.26.1,2024-07-07 13:08:18
Pengguna Google,🅑🅐🅖🅤🅢 banget,5,0,1.24.1,2024-07-07 13:08:16
Pengguna Google,mudah dan cepat,5,0,1.24.1,2024-07-07 13:06:34
Pengguna Google,Ok,5,0,1.24.1,2024-07-07 13:06:12
Pengguna Google,Baik,5,0,1.19.0,2024-07-07 13:02:59
Pengguna Google,Kami puas dengan layanan gopay,5,0,1.24.1,2024-07-07 12:59:01
Pengguna Google,the best fintech,5,0,1.24.1,2024-07-07 12:57:28
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 12:50:02
Pengguna Google,Tarik dana,5,0,1.24.1,2024-07-07 12:43:11
Pengguna Google,Semoga pinjaman uang diacc terimakasih gopai,5,0,1.24.1,2024-07-07 12:42:11
Pengguna Google,mantap,5,0,,2024-07-07 12:41:31
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 12:40:28
Pengguna Google,Baik,1,0,1.24.1,2024-07-07 12:39:43
Pengguna Google,Tidak bisa masuk login,4,0,,2024-07-07 12:28:21
Pengguna Google,Sangat bagus,5,0,1.24.1,2024-07-07 12:28:00
Pengguna Google,mantap,5,0,,2024-07-07 12:21:19
Pengguna Google,nice apps,5,0,,2024-07-07 12:13:21
Pengguna Google,"Ok, mudah dan cepat",5,0,1.24.1,2024-07-07 12:11:47
Pengguna Google,Mudah cepat tidak ribet bayar tranfer semua oke,5,0,1.24.1,2024-07-07 12:11:07
Pengguna Google,Mengunakan Apliksi GoPay sangat menguntung kan.,4,0,1.23.0,2024-07-07 12:10:58
Pengguna Google,Sip Ok aja lah,5,0,1.24.1,2024-07-07 12:10:26
Pengguna Google,Bagus sekali kak,5,0,,2024-07-07 12:09:38
Pengguna Google,"Mudah dlm penggunaan,tf,wd,token,top up proses cepat lancar dan transparan Terimakasih",5,0,,2024-07-07 12:05:42
Pengguna Google,Bgus,5,0,1.24.1,2024-07-07 12:01:03
Pengguna Google,Mudah2han beneran dapat,3,0,,2024-07-07 12:00:47
Pengguna Google,Bagus,4,0,1.24.1,2024-07-07 12:00:22
Pengguna Google,oke,5,0,1.24.1,2024-07-07 11:58:17
Pengguna Google,Sangat banyak manfaatnya,5,0,1.24.1,2024-07-07 11:57:01
Pengguna Google,Scan QR ga bisa digunakan mohon perbaikan ya,3,0,1.24.1,2024-07-07 11:55:22
Pengguna Google,Cepat dan tepat,5,0,,2024-07-07 11:55:09
Pengguna Google,sangat bagus,5,0,1.24.1,2024-07-07 11:52:45
Pengguna Google,Coba dulu kalau hadiahnya beneran baru kasi 5 bintang,3,0,1.24.1,2024-07-07 11:52:30
Pengguna Google,Saya senang sekali apanya bagus,5,0,,2024-07-07 11:51:19
Pengguna Google,Tooopop markotopppp,5,0,,2024-07-07 11:49:28
Pengguna Google,Sangat bagus cuma tolong di upgret lebih simpel lagi ya min,5,0,1.24.1,2024-07-07 11:46:23
Pengguna Google,Top,5,0,1.24.1,2024-07-07 11:39:08
Pengguna Google,Memudahkan untuk transaksi,5,0,1.24.1,2024-07-07 11:39:03
Pengguna Google,Mantap,5,0,1.26.1,2024-07-07 11:38:14
Pengguna Google,Proses cpt,5,0,,2024-07-07 11:36:52
Pengguna Google,Aplikasinya mantaappp,5,0,1.24.1,2024-07-07 11:29:37
Pengguna Google,Sukses selalu buat gopay,5,0,1.26.1,2024-07-07 11:28:36
Pengguna Google,Goodluck,5,0,1.24.1,2024-07-07 11:24:17
Pengguna Google,sejauh suka karena mudah di gunakan.. cuma sayangnya tidak banyak promo coint😅,4,0,1.26.1,2024-07-07 11:24:14
Pengguna Google,gopay bisa menabung duit dan bisa tup up,5,0,1.26.1,2024-07-07 11:20:01
Pengguna Google,"bagus, sangat membantu",5,0,1.26.1,2024-07-07 11:18:27
Pengguna Google,Luar biasa dalam hal top up..,4,0,1.24.1,2024-07-07 11:15:37
Pengguna Google,Transaksi cepat dan dapat di percaya dan Aplikasi segala bisa top deh,5,0,1.24.1,2024-07-07 11:15:01
Pengguna Google,Gabisa tarik di minimarket,3,0,1.23.0,2024-07-07 11:14:54
Pengguna Google,mantap,5,0,1.24.1,2024-07-07 11:13:40
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 11:02:44
Pengguna Google,Sagat membantu,5,0,1.24.1,2024-07-07 10:54:06
Pengguna Google,ok,5,0,1.24.1,2024-07-07 10:52:57
Pengguna Google,Sukses selalu,5,0,,2024-07-07 10:52:24
Pengguna Google,Transfer super cepat langsung masuk tanpa pending,5,0,,2024-07-07 10:46:52
Pengguna Google,mantul,5,0,1.24.1,2024-07-07 10:45:03
Pengguna Google,Membantu,5,0,1.21.0,2024-07-07 10:37:21
Pengguna Google,telat sehari blokirnya berbulan bulan,1,0,1.24.1,2024-07-07 10:35:07
Pengguna Google,Apk tlol scan qris ae ribet,1,0,1.23.0,2024-07-07 10:34:01
Pengguna Google,Baguss,4,0,1.24.1,2024-07-07 10:30:19
Pengguna Google,risi notifnya kaga jelas,1,0,1.24.1,2024-07-07 10:29:42
Pengguna Google,Bagus,4,0,1.24.1,2024-07-07 10:28:35
Pengguna Google,"gak tau knp lebih enak pake gopay kalau mau beli top up game gampang tinggal scan mantap min, selalu tingkatkan gopay",5,0,1.24.1,2024-07-07 10:24:42
Pengguna Google,sangat mudah untuk digunakan,5,0,1.24.1,2024-07-07 10:23:29
Pengguna Google,Sangat membantu untuk transaksi. P,3,0,1.24.1,2024-07-07 10:22:12
Pengguna Google,Saya suka,4,0,1.24.1,2024-07-07 10:21:17
Pengguna Google,tagihan lancarpun masih rudet.kebanyakan keblokir dari pada berhasil pembayarannya.lagi butuh sulit.,1,0,1.26.1,2024-07-07 10:19:54
Pengguna Google,Gopay Mudah,5,0,,2024-07-07 10:17:38
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 10:10:00
Pengguna Google,Suka ngelag kembali sendiri,2,0,,2024-07-07 10:05:55
Pengguna Google,"Sangat bermanfaat, bagus rekomendasi apps",5,0,,2024-07-07 10:03:11
Pengguna Google,Good,5,0,1.24.1,2024-07-07 10:02:09
Pengguna Google,Kalau bisa transfer kemana No Limit dengan angka rupiah brp saja. Terimakasih.,5,0,1.24.1,2024-07-07 10:01:36
Pengguna Google,Kalo buat gopay premium itu dwonload gopay yang mana ya Maaf baru makai gopay,3,0,1.24.1,2024-07-07 09:58:44
Pengguna Google,Lapor support baru dibalas setelah seminggu dan disuruh menunggu sebulan untuk pengembalian dana.,1,0,,2024-07-07 09:54:31
Pengguna Google,"Ok namun masuknya terlalu mudah, butuh pengamanan lebih extra",4,0,1.26.1,2024-07-07 09:52:53
Pengguna Google,Transaksi lancar,5,0,1.23.0,2024-07-07 09:51:55
Pengguna Google,Aplikasi dengan Sistem Lebih Baik,5,0,,2024-07-07 09:50:53
Pengguna Google,Sangat membantu & memuaskan sekali,5,0,1.24.1,2024-07-07 09:47:29
Pengguna Google,keren,5,0,1.24.1,2024-07-07 09:45:19
Pengguna Google,Semoga gojek semakin baik ke depan Aamiin,5,0,1.24.1,2024-07-07 09:45:12
Pengguna Google,Kasih bintang 5 walaupun belum punya gopayleter,5,0,1.24.1,2024-07-07 09:42:47
Pengguna Google,"Mantaph,simple dan ga ribet",5,0,1.26.1,2024-07-07 09:37:13
Pengguna Google,Sangat Memudahkan...mantap,5,0,1.19.0,2024-07-07 09:36:55
Pengguna Google,Di tawarin untk pinjaman tunai tpi g pernah bisa ntah apa ada yg salah ato hanya iming2 doang... Sementara q kasi 1 bintang aja dah cukup.... Ini aplikasi apa klo sekedar hanya omdo demi menarik member mending g usa.. Semoga yg baca bsa menghindari hal ini.... Jgn tergiur,1,0,1.24.1,2024-07-07 09:34:51
Pengguna Google,Bagus,5,0,1.24.1,2024-07-07 09:30:24
Pengguna Google,Mantap,5,0,,2024-07-07 09:29:46
Pengguna Google,Lumayan membantu,3,0,1.24.1,2024-07-07 09:29:36
Pengguna Google,Yaur,1,0,,2024-07-07 09:28:55
Pengguna Google,sangat membantu,5,0,1.23.0,2024-07-07 09:16:17
Pengguna Google,Parah gopay sekarang pke vermuk pas login,2,0,1.24.1,2024-07-07 09:12:34
Pengguna Google,good app,5,0,1.24.1,2024-07-07 09:08:24
Pengguna Google,Lumayan membantu buat driver. Smoga mangkin lebih baik kedepannya.,5,0,1.24.1,2024-07-07 09:05:22
Pengguna Google,top markotop,5,0,1.24.1,2024-07-07 09:05:00
Pengguna Google,mantap saya suka dengan aplikasi ini,5,0,1.24.1,2024-07-07 09:04:32
Pengguna Google,"Apk makin hari makin menjengkelkan ni GOPAY,sering bug,keluar sendiri duit blm sdh di transfer akhirnya nyangkut karena keluar sendiri,bug Tolong diperbaiki",1,3,1.24.1,2024-07-07 09:02:59
Pengguna Google,Okee,5,0,1.24.1,2024-07-07 08:59:47
Pengguna Google,mantab,5,0,1.24.1,2024-07-07 08:58:11
Pengguna Google,Aplikasi nya bagus 😄,5,0,,2024-07-07 08:57:14
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 08:55:08
Pengguna Google,Oke,5,0,1.24.1,2024-07-07 08:51:51
Pengguna Google,ok,5,0,1.24.1,2024-07-07 08:48:41
Pengguna Google,Apk tolol mau tf aja harus ada ktp udh mah gk bisa ribet tolol,1,0,,2024-07-07 08:47:57
Pengguna Google,Ok,5,0,1.24.1,2024-07-07 08:46:53
Pengguna Google,Bagus,5,0,1.22.0,2024-07-07 08:41:01
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 08:38:49
Pengguna Google,Tapap jiwa,5,0,1.24.1,2024-07-07 08:37:43
Pengguna Google,Asli ni aplikasi ngebantu banget. The real dompet digital.,5,0,1.24.1,2024-07-07 08:30:21
Pengguna Google,T O P bgt,5,0,1.24.1,2024-07-07 08:28:46
Pengguna Google,Ok,5,0,1.24.1,2024-07-07 08:24:49
Pengguna Google,"Gajelas baru bikin belum ngapa ngapain udah diblock, udah ngajuin banding 2 kali masih aja ditolak alasannya aktifitas mencurigakan padahal belum ngapa ngapain",1,0,1.24.1,2024-07-07 08:22:43
Pengguna Google,Saya kasih bintang 5 meskipun saya baru mau mencoba.Moga aja tdk mengecewakan.,5,0,,2024-07-07 08:19:33
Pengguna Google,sangat berguna,5,0,1.26.1,2024-07-07 08:18:55
Pengguna Google,Keren bangat dah,5,0,1.24.1,2024-07-07 08:13:43
Pengguna Google,Alhamdulillah,5,0,,2024-07-07 08:12:48
Pengguna Google,Ntapp,5,0,1.24.1,2024-07-07 08:12:45
Pengguna Google,Makin banyak orang tolol masuk jadi customer service diaplikasi ini. Kerjanya cuma nyusahin nasabah lama yang pembayarannya bagus.,1,0,1.21.0,2024-07-07 08:11:07
Pengguna Google,"Apk gopay tolol,udh di upgrade uudh brp hari beluum ad juga kepastian berhasil atu tidakya",1,0,1.23.0,2024-07-07 08:10:05
Pengguna Google,"Canggih ini sihhh buat gw E-Wallet .paling the beeeest!! Trush me! ga bohong.ingeet ""GOPAY"" Memudah kan all transaksi anda apapun itu anything ,everywhare menjadi .MUDAH...🙏🏻👍🏻👍🏻👍🏻..terimakasih GOPAY..#salut",5,0,1.24.1,2024-07-07 08:01:01
Pengguna Google,"GoPay: Transfer, Bay...",5,0,1.24.1,2024-07-07 07:58:08
Pengguna Google,Expres,3,0,,2024-07-07 07:52:13
Pengguna Google,Apa Apaan Ini Mau Payment Aja Harus Nunggu Lebih Dari 15 Menit,1,0,,2024-07-07 07:48:40
Pengguna Google,Sangatlah terpercaya 👍👍👍👍👍,5,0,1.23.0,2024-07-07 07:47:19
Pengguna Google,Membantu,5,0,1.24.1,2024-07-07 07:44:09
Pengguna Google,mudah banget digunakan bagi yg punya,5,0,1.24.1,2024-07-07 07:43:46
Pengguna Google,The best dan fast all transaction....⭐⭐⭐⭐⭐,5,0,1.24.1,2024-07-07 07:37:57
Pengguna Google,Gopay pinjamannya parah banget gak pernah telat bayar tapi giliran mau pinjem lagi nunggu waktu 1bln jadi mending uninstall aja lah,1,0,,2024-07-07 07:34:06
Pengguna Google,sukses truss kedepan nya🤩,5,0,1.24.1,2024-07-07 07:32:39
Pengguna Google,Iyh,5,0,,2024-07-07 07:30:53
Pengguna Google,ini gmna aig tdak bisa asup gopayu😭😭,1,0,1.24.1,2024-07-07 07:27:12
Pengguna Google,terbaik,5,0,1.26.1,2024-07-07 07:26:21
Pengguna Google,Terima kasih telah memudahkan hidup,5,0,1.24.1,2024-07-07 07:25:16
Pengguna Google,sangat bagus nol persen biaya transfer,5,0,,2024-07-07 07:24:03
Pengguna Google,"Mantap ,cepat transaksinya,",5,0,1.26.1,2024-07-07 07:22:20
Pengguna Google,yang buat apk nya tolol udh tau bener pin nya malah salah,1,0,1.24.1,2024-07-07 07:17:04
Pengguna Google,Memudahkan pembayaran apapun,3,0,1.24.1,2024-07-07 07:11:03
Pengguna Google,ini baru mantap,5,0,1.24.1,2024-07-07 07:09:53
Pengguna Google,Ok,5,0,1.23.0,2024-07-07 07:08:02
Pengguna Google,GO-PAY laternya gak bisa digunakan,4,0,1.24.1,2024-07-07 07:06:45
Pengguna Google,"Saya tiap top up gopay gk masuk masuk kadang harus nunggu 1-2jam baru masuk mana waktu nya mepet banget buat istri saya,,,, lagi butuh butuh nya tapi lama banget masuknya istri saya udah kehabisan uang untuk bayar biaya sklh anak saya tapi malah ada fitur kek gini kadang nunggu 1 hari paling bentar juga cuma 1jam 50 menit tolong benarkan fitur ini terimakasih",1,0,1.24.1,2024-07-07 06:54:19
Pengguna Google,👍👍👍👍,5,0,1.24.1,2024-07-07 06:52:32
Pengguna Google,"Setiap masuk ke akun harus masuk menggunakan nomor telepon lagi, dan kadang tidak bisa masuk dan harus menunggu sampai 15 menit lagi",1,0,1.24.1,2024-07-07 06:49:39
Pengguna Google,cepat ga ribet,5,0,1.24.1,2024-07-07 06:43:38
Pengguna Google,Sangat membantu,5,0,1.23.0,2024-07-07 06:36:05
Pengguna Google,bagus cepat transaksinya,5,0,1.24.1,2024-07-07 06:33:49
Pengguna Google,Mantap pokoknya,5,0,,2024-07-07 06:30:16
Pengguna Google,Aman dan terpercaya,5,0,1.24.1,2024-07-07 06:28:52
Pengguna Google,Aplikasi super top deh,5,0,1.22.0,2024-07-07 06:27:11
Pengguna Google,gacorr,5,0,1.24.1,2024-07-07 06:25:23
Pengguna Google,Sangat membantu mantabbb,5,0,,2024-07-07 06:23:32
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 06:21:24
Pengguna Google,gilakah upgrade gopay plus gagal mulu padahal sudah benar,1,0,1.26.1,2024-07-07 06:15:44
Pengguna Google,Cuma telat satu hari pinjaman udah gak bisa lagi copot aja . Udah tak hapus.. Gak guna,1,0,1.23.0,2024-07-07 06:12:12
Pengguna Google,Terimakasih,5,0,,2024-07-07 06:06:58
Pengguna Google,Paylater paling aneh di bekuin secara sepihak,2,0,1.26.1,2024-07-07 06:05:18
Pengguna Google,Bagus,5,0,,2024-07-07 05:58:07
Pengguna Google,sip mantap da ah,5,0,,2024-07-07 05:53:39
Pengguna Google,Semoga gopay kedepannya bisa membantu masyarakat yg membutuhkan,1,0,1.26.1,2024-07-07 05:44:05
Pengguna Google,mantap,5,0,1.24.1,2024-07-07 05:42:02
Pengguna Google,saya Bru mau nyoba semoga membantu untuk transaksi menerima dan transfer keuangan saya klu baik saya akan full 5 bintang,3,0,1.20.2,2024-07-07 05:32:35
Pengguna Google,"Simple, Praktis & Efisien",5,0,1.24.1,2024-07-07 05:27:44
Pengguna Google,ini eror apa gimana ya pas undang temen pertama dapet saldo tapi pas undang temen selanjutnya kok ga dapet ya padahal udah upragde jadi gopay plus....,1,0,,2024-07-07 05:27:05
Pengguna Google,gimana kelanjutan TF saya 1.5 kenapa di persulit harus nunggu 2 hari saya butuh buat anak,1,0,1.24.1,2024-07-07 05:23:39
Pengguna Google,Boboyson,5,0,,2024-07-07 05:21:18
Pengguna Google,sangat membantu sekali,5,0,1.24.1,2024-07-07 05:20:52
Pengguna Google,Suka,5,0,1.24.1,2024-07-07 05:18:50
Pengguna Google,mantap sekali,5,0,1.24.1,2024-07-07 05:15:54
Pengguna Google,Oke,5,0,1.23.0,2024-07-07 05:11:43
Pengguna Google,"Untuk bagian pinjaman nya saya rasa bunga nya GK masuk akal, apa itu biaya provinsi di tempat Laen GK ada tuh biaya provinsi, mana gede banget lagih, udah gituh pinjem 2 juta yg cair 1,8 bener bener GK masuk akal",2,0,1.24.1,2024-07-07 05:10:07
Pengguna Google,aplikasi gopay sangat memudahkan setiap kita memerlukannya👍,5,0,1.24.1,2024-07-07 05:07:18
Pengguna Google,Mayan,4,0,1.24.1,2024-07-07 05:06:43
Pengguna Google,Aplikasi yg sangat mudah di pahami dan banyak bonus transfer kapanpun,5,0,1.24.1,2024-07-07 05:06:15
Pengguna Google,top,5,0,1.24.1,2024-07-07 04:56:11
Pengguna Google,Pelayanan yang sangat cepat,5,0,1.24.1,2024-07-07 04:43:58
Pengguna Google,oc..,5,0,1.26.1,2024-07-07 04:42:54
Pengguna Google,Top dech,5,0,,2024-07-07 04:42:44
Pengguna Google,Mantap,5,0,1.24.1,2024-07-07 04:41:38
Pengguna Google,"Sangat membantu sekali,,,segalanya jadi mudah",5,0,1.24.1,2024-07-07 04:37:22
Pengguna Google,Bagus lah,5,0,1.24.1,2024-07-07 04:32:23
Pengguna Google,Good,5,0,1.24.1,2024-07-07 04:29:28
Pengguna Google,Program bagus dan mudah,5,0,,2024-07-07 04:29:04
Pengguna Google,Mantaaappp,5,0,1.26.1,2024-07-07 04:25:45
Pengguna Google,mudah untuk bertransaksi,5,0,1.24.1,2024-07-07 04:24:56
Pengguna Google,sangat bagus,5,0,1.24.1,2024-07-07 04:15:58
Pengguna Google,Sorry ye..,1,0,,2024-07-07 04:10:27
Pengguna Google,good,5,0,1.24.1,2024-07-07 04:09:41
Pengguna Google,mantab,5,0,1.24.1,2024-07-07 04:07:59
Pengguna Google,bagus,5,0,1.24.1,2024-07-07 04:07:34
Pengguna Google,Puas banget,5,0,1.24.1,2024-07-07 04:02:22
Pengguna Google,cakep,5,0,1.24.1,2024-07-07 03:58:44
Pengguna Google,Proses dpercepat,5,0,1.23.0,2024-07-07 03:57:17
Pengguna Google,Payah tranfer udah di batalin tao saldo gk balik2! Di suruh nunggu sama cs nya dri hari pertama sampai 3x24 jam tetap aja tidak masuk itu saldo gk tau kerja apa? Gk jelas,1,0,,2024-07-07 03:57:15
Pengguna Google,GO-PAY sangat membantu saat melakukang transaksi,4,0,1.24.1,2024-07-07 03:55:53
Pengguna Google,Sangat baik,5,0,1.26.1,2024-07-07 03:54:00
Pengguna Google,Belum di coba,5,0,1.24.1,2024-07-07 03:53:05
Pengguna Google,"Baguss polll, bisa bayar all ewallet topup aman, ga ribet si kalo buat yg sudah tau tombol ini itu, layanan buat transaksi nya cepet jga, but aku ingetin ya buat smua apk ewallet yg klo transaksi SDH terkirim itu TDK bsa d refound ya pokoknya smua ewallet so jgn harap balik tuh duit😂",5,0,1.23.0,2024-07-07 03:51:47
Pengguna Google,Aplikasi nya berguna,5,0,1.24.1,2024-07-07 03:51:15
Pengguna Google,Selama ini lancarr jaya,5,0,1.24.1,2024-07-07 03:50:22
Pengguna Google,Ah ini apk kenapa si kemaren gagal top up pulsa sekarang ga bisa transfer perbaiki lagi donk,2,0,1.24.1,2024-07-07 03:49:16
Pengguna Google,"Gopay sudah tidak lagi prioritaskan penggunanya,keluhan gopay later saya ga bisa dipakai sama sekali,management buruk dari bulan 6 ke 7 - 2024.Sangat mengecewakan pengguna aktiv.Iya moga aja bisa kembali",1,0,1.24.1,2024-07-07 03:49:05
Pengguna Google,aplikasi yg baik. buat segala kebutuhan,5,0,1.24.1,2024-07-07 03:38:44
